budget,accuracy_G,failures_G,accuracy_H,failures_H,accuracy_I,failures_I
50,0.5665275421900295,37,0.8913668675015498,33,0.8913668675015498,33
50,0.5874605854629038,37,0.5737854739565535,31,0.5737854739565535,31
50,0.5863092263386205,32,0.2741674787596189,32,0.2741674787596189,32
50,0.6871086509623736,37,0.7707585094018842,37,0.7707585094018842,37
50,0.7618565547187798,40,0.7930090854141091,26,0.7930090854141091,26
50,0.7866493489608462,31,0.5903567175149833,38,0.5903567175149833,38
50,0.7845488620896676,37,0.5926308962187116,29,0.5926308962187116,29
50,0.5637741814968322,40,0.6705744334995565,37,0.6705744334995565,37
50,0.4707933440662374,29,0.7711361793075158,34,0.7711361793075158,34
50,0.6859422110249841,37,0.7699453694373597,39,0.7699453694373597,39
50,0.4666296505461993,38,0.6906950765053466,36,0.6906950765053466,36
50,0.386910490309526,36,0.27180219702349884,39,0.27180219702349884,39
50,0.4879657082008169,34,0.3722362629191158,35,0.3722362629191158,35
50,0.5853011529847134,35,0.2715535545350698,40,0.2715535545350698,40
50,0.8861409457795046,30,0.6914641973096856,34,0.6914641973096856,34
50,0.5857737713212638,39,0.5937303596278473,28,0.5937303596278473,28
50,0.6811619145193506,43,0.6903976098506285,37,0.6903976098506285,37
50,0.9818627650079323,38,0.7720183826579416,32,0.7720183826579416,32
50,0.683909702829196,35,0.19267760860195526,37,0.19267760860195526,37
50,0.7626704505207579,39,0.3917421608931885,37,0.3917421608931885,37
50,0.7824731572454011,39,0.7718274440244731,31,0.7718274440244731,31
50,0.6655666420545306,36,0.4716557550900024,37,0.4716557550900024,37
50,0.7657506923989051,34,0.07388723380811435,35,0.07388723380811435,35
50,0.6874993768816031,35,0.4709863376181556,40,0.4709863376181556,40
50,0.3828119577964052,39,0.5914279847212811,34,0.5914279847212811,34
50,0.8849537790453579,36,0.5720519198585231,33,0.5720519198585231,33
50,0.5865929015917839,34,0.7924032387757067,30,0.7924032387757067,30
50,0.8844184046179372,36,0.6730475532405555,30,0.6730475532405555,30
50,0.5851696868695833,38,0.3738454505367251,32,0.3738454505367251,32
50,0.786832422696885,30,0.3919210168706093,36,0.3919210168706093,36
100,0.7348066520959393,72,0.8820931244142092,63,0.8820931244142092,63
100,0.7258121401494729,71,0.8412238655717907,68,0.8412238655717907,68
100,0.6854008916912386,71,0.6425818724968148,63,0.6425818724968148,63
100,0.6774125547772432,70,0.4931665968474335,69,0.4931665968474335,69
100,0.7340903697055895,76,0.3944752794729652,63,0.3944752794729652,63
100,0.5869164915347481,71,0.38314826258398893,71,0.38314826258398893,71
100,0.6880735546091297,69,0.6334082629068406,61,0.6334082629068406,61
100,0.4870177893106308,67,0.6816858149126577,70,0.6816858149126577,70
100,0.8354553859596312,71,0.5937770247992437,61,0.5937770247992437,61
100,0.5362135829616292,69,0.6420572399494011,67,0.6420572399494011,67
100,0.6755009599995451,73,0.4925152797218799,69,0.4925152797218799,69
100,0.6859082392498541,69,0.7814375555785992,65,0.7814375555785992,65
100,0.6366240557517688,67,0.5923862220527127,70,0.5923862220527127,70
100,0.6848296688183098,70,0.4432815070569273,69,0.4432815070569273,69
100,0.7359687007191116,68,0.6930993789487012,61,0.6930993789487012,61
100,0.5858860529993406,75,0.33300781832371795,71,0.33300781832371795,71
100,0.8362827809968947,67,0.5425046291344682,72,0.5425046291344682,72
100,0.8243829067402204,72,0.5942799032801843,57,0.5942799032801843,57
100,0.7873172346174235,65,0.23380175979391596,70,0.23380175979391596,70
100,0.7873340948987056,64,0.6919599765047975,70,0.6919599765047975,70
100,0.5392101511926475,58,0.9309639209706616,64,0.9309639209706616,64
100,0.7243974184195481,76,0.5922637303540933,65,0.5922637303540933,65
100,0.7242436335268287,71,0.6325283777969373,68,0.6325283777969373,68
100,0.5840338761193358,79,0.3829100427915226,72,0.3829100427915226,72
100,0.7367091304670179,65,0.5925799454860076,67,0.5925799454860076,67
100,0.7835462739914694,72,0.2834660744688152,69,0.2834660744688152,69
100,0.9345867232445751,68,0.6817880794513305,68,0.6817880794513305,68
100,0.7873882872084073,63,0.4440107164091875,69,0.4440107164091875,69
100,0.7247848782093929,76,0.4430954201001441,65,0.4430954201001441,65
100,0.7347922660412315,74,0.4931873016648355,71,0.4931873016648355,71
200,0.58723922631674,137,0.4154828387391881,137,0.4154828387391881,137
200,0.6867070141403214,138,0.8417908214120073,135,0.8417908214120073,135
200,0.7368008902419332,136,0.5687539800193565,133,0.5687539800193565,133
200,0.5620791039676296,151,0.41434104446473,133,0.41434104446473,133
200,0.5868089598175332,144,0.5879169350757385,131,0.5879169350757385,131
200,0.50761539035418,140,0.6429865659814393,138,0.6429865659814393,138
200,0.7615959337658136,134,0.7367852531328937,137,0.7367852531328937,137
200,0.5131859371556753,146,0.5695322312669342,130,0.5695322312669342,130
200,0.6370051291976608,144,0.7431580965417377,132,0.7431580965417377,132
200,0.6123270635308405,142,0.6186134592164952,135,0.6186134592164952,135
