budget,accuracy_G,failures_G,accuracy_H,failures_H,accuracy_I,failures_I
50,0.7635659280884771,37,0.7277832764291783,28,0.7277832764291783,28
50,0.6003007228796776,29,0.673583735885882,23,0.673583735885882,23
50,0.7883829205470548,32,0.7366327484248745,24,0.7366327484248745,24
50,0.7268822545025868,34,0.5362005817919849,29,0.5362005817919849,29
50,0.6671776352103687,28,0.5656360308748756,34,0.5656360308748756,34
50,0.7056462643827506,34,0.4346127656383733,29,0.4346127656383733,29
50,0.5683735928255683,39,0.6299554009072293,27,0.6299554009072293,27
50,0.7221580717325413,30,0.5522144681054686,27,0.5522144681054686,27
50,0.7907904662304592,33,0.4411579691747144,29,0.4411579691747144,29
50,0.8183652719850447,28,0.682976151154608,32,0.682976151154608,32
50,0.6990317951494971,33,0.5455181299331984,28,0.5455181299331984,28
50,0.8073051123453012,35,0.4909319424809144,32,0.4909319424809144,32
50,0.4655815305225166,38,0.7236553680748224,28,0.7236553680748224,28
50,0.7732308981108481,29,0.6654479306118405,25,0.6654479306118405,25
50,0.5391265181917758,32,0.5078192015703682,31,0.5078192015703682,31
50,0.6616079900681497,33,0.6738191634328466,23,0.6738191634328466,23
50,0.5250705210113886,30,0.4500380995157429,36,0.4500380995157429,36
50,0.8522722017266567,25,0.5511704965018631,27,0.5511704965018631,27
50,0.7067782244926936,34,0.6293192002072954,28,0.6293192002072954,28
50,0.6772690532474117,38,0.6780529204047882,24,0.6780529204047882,24
50,0.6770475900481281,35,0.5887524281946298,23,0.5887524281946298,23
50,0.6017305945489106,38,0.6995164553762949,29,0.6995164553762949,29
50,0.678686005154485,35,0.4989907257410505,33,0.4989907257410505,33
50,0.4999602061147801,34,0.6255504102180964,28,0.6255504102180964,28
50,0.7949634253837661,34,0.2814493683585998,26,0.2814493683585998,26
50,0.6206894227317122,34,0.6378774737689743,27,0.6378774737689743,27
50,0.7850540550441,33,0.6161767803169549,28,0.6161767803169549,28
50,0.620024789620867,30,0.7400535562848449,25,0.7400535562848449,25
50,0.7394237591807714,31,0.6653263306023902,25,0.6653263306023902,25
50,0.6893753384552284,40,0.4837578664657654,34,0.4837578664657654,34
100,0.6480329348491125,65,0.628123629880801,48,0.628123629880801,48
100,0.7279300572854783,72,0.5239171178984512,59,0.5239171178984512,59
100,0.6157413790982185,67,0.6077537378357625,60,0.6077537378357625,60
100,0.5272268571700109,70,0.5678152332374411,58,0.5678152332374411,58
100,0.6485356626609131,70,0.5875972978880323,47,0.5875972978880323,47
100,0.8031223614630629,61,0.7163097432135852,58,0.7163097432135852,58
100,0.4731855807676064,68,0.5392096188323476,67,0.5392096188323476,67
100,0.6860037360613992,73,0.5529239414600067,61,0.5529239414600067,61
100,0.8219269492029061,65,0.6430488070073452,61,0.6430488070073452,61
100,0.5892283749488836,60,0.6251723743362361,63,0.6251723743362361,63
100,0.4298081310897046,68,0.6199167264433865,57,0.6199167264433865,57
100,0.7007859747683529,62,0.4952928169006098,56,0.4952928169006098,56
