budget,accuracy_A,failures_A,accuracy_B,failures_B,accuracy_C,failures_C
50,0.5648746845816475,23,0.9873279195985052,14,0.8756192577729234,23
50,0.9888939069536566,12,0.9863466637406622,15,0.9750350252352834,23
50,0.8841847067267479,19,0.9895519434789422,13,0.9729857592317632,22
50,0.9855827270673806,17,0.8898025496671796,13,0.9740845776381144,21
50,0.9828592705308838,19,0.989202174779074,11,0.9760959263189936,21
50,0.9859876742673273,16,0.8921189719819483,12,0.9736375139653228,23
50,0.984439244973052,18,0.8914478354237115,11,0.96839692753158,27
50,0.8892034352667935,14,0.9827743909031798,19,0.8798474118127798,19
50,0.9888648778858647,13,0.9905257567515452,10,0.8739703656838698,23
50,0.9884521173986008,15,0.9881841161645688,14,0.9680225354064024,26
50,0.885938544662343,18,0.8862536337648919,18,0.97652910281257,22
50,0.9808511996856354,21,0.9881936481593852,12,0.8701668878334531,28
50,0.9874041873919184,13,0.8878994256879472,14,0.9758787981122482,21
50,0.9788403972433172,23,0.9861450719327882,15,0.9667903434175588,29
50,0.8893327560313217,15,0.9876004906984182,14,0.7688861011581997,29
50,0.8903244056288115,14,0.8878227258292726,15,0.971607617367917,26
50,0.8874714255436968,14,0.8910961273222331,12,0.9767497157460634,20
50,0.9890376960676156,13,0.8840454680008479,17,0.9727136943870603,23
50,0.8796046320065288,23,0.8907776295546427,12,0.973504159954384,23
50,0.8839118593146087,19,0.6876886361053258,17,0.9740954102014404,22
50,0.987069733949418,15,0.9877242464312592,16,0.9708429309147564,24
50,0.9883000300811992,13,0.9686482521164984,14,0.9753354397479368,20
50,0.7866916633252015,18,0.8881348905291325,16,0.9681259173679876,27
50,0.7884391989134661,15,0.9883497215946168,12,0.9747597982575597,22
50,0.8882048049457271,13,0.8869254962807203,15,0.9707510732068284,25
50,0.9833896800244636,18,0.9866253130795608,14,0.9703990024768128,25
50,0.7895951492332479,13,0.8876976999973231,15,0.9732840928760194,23
50,0.9842515097713069,16,0.9925120269887188,10,0.9715276706975794,24
50,0.9848778262690856,17,0.8891388994599915,13,0.981954447624238,16
50,0.9715364221837708,11,0.9805685137423206,22,0.9721903634080696,24
100,0.9381975709665428,28,0.9376338892393428,29,0.8737630385591629,47
100,0.8319369899543502,43,0.8903056884927603,25,0.9184038294464664,55
100,0.8352211253418796,38,0.9770344149105132,30,0.9744873263996296,44
100,0.9401816275717984,22,0.9891428569236456,25,0.96771413770693,56
100,0.9356965736816772,34,0.8866236784596763,31,0.9227756514728982,49
100,0.975801159770764,34,0.986427027656412,31,0.9218075276771588,49
100,0.9368960553611898,33,0.9878473095394928,28,0.9708660150262444,50
100,0.8349619278085519,37,0.9843839795574092,35,0.967869695044444,55
100,0.8860452098087002,36,0.9365004041541064,30,0.9211696507510716,51
100,0.9356205772498256,32,0.9360822932273544,33,0.9213779458769136,50
100,0.8903973261794316,23,0.9378813533304459,28,0.9698379399204514,50
100,0.9261119292351536,37,0.9863682005672164,30,0.9754263313198422,42
100,0.9360798013708864,32,0.8897292128645596,25,0.9245765957292836,45
100,0.8867581996038176,30,0.9354411544439151,33,0.9246529924101136,45
100,0.9390401162639194,25,0.9371459430668276,30,0.9708549541973618,51
100,0.9340307156417259,38,0.9342330639494404,35,0.8738537096907761,48
100,0.9873801974846909,27,0.8278186885466727,31,0.9098751049793676,53
100,0.8864550890925564,33,0.9889402864180808,24,0.9702227394962044,50
100,0.9375531393843928,28,0.9357950079194122,33,0.9277738897546782,39
100,0.9855492462940454,34,0.9847555009613238,34,0.9676934146821486,55
100,0.8392276637726688,28,0.9783268610717928,28,0.9200814472093723,55
100,0.8770285068004188,33,0.9349730581818484,34,0.9206716365829082,51
100,0.9362113271800814,31,0.9336766494198224,36,0.9730163891059038,45
100,0.98646207025315,30,0.8381583825869731,31,0.9728197241332788,47
100,0.985834033362601,33,0.9344499411646212,36,0.8776955439438393,43
100,0.8868802066593221,32,0.988636712904768,26,0.9732225863557468,45
100,0.8381892439209986,30,0.9355980009354244,32,0.9614797448022308,51
100,0.9363498367764916,32,0.9377365484547552,29,0.9692574716693187,55
100,0.988485873739907,27,0.9361617049605326,32,0.9688360300665048,53
100,0.7745606748885779,39,0.938650648285952,27,0.9240368668878414,46
200,0.8880099906545242,60,0.9363687869871108,62,0.8980050797459573,98
200,0.915263900261192,50,0.9647433046342512,49,0.923790969071622,94
200,0.932700680279048,59,0.9361615801721742,65,0.9473535787338608,97
200,0.8613245593852454,68,0.9394291038912048,52,0.9467051677752693,99
200,0.8594354477993059,76,0.9342483275735654,51,0.970876812593793,101
200,0.8379662368919936,61,0.9872975950742824,56,0.9447154872532348,89
200,0.9128900782727536,58,0.9614714832418608,60,0.9476645079087306,96
