budget,accuracy_D,failures_D,accuracy_E,failures_E,accuracy_F,failures_F
50,0.7115200492418599,17.0,0.8248401713455402,10.0,0.7131667315661185,16.0
50,0.7720431728338792,14.0,0.7709634244313808,14.0,0.5391225583983987,27.0
50,0.6826250824149727,19.0,0.8103535368718036,12.0,0.6294393035517349,21.0
50,0.7558798316991768,14.0,0.8134290868662928,11.0,0.6049727232026271,22.0
50,0.6364118600170814,22.0,0.7777900331151906,13.0,0.7614857784850855,13.0
50,0.7133845575139783,15.0,0.7976850136993762,13.0,0.7082790528967088,16.0
50,0.7967003481024777,14.0,0.8049569628485944,12.0,0.6035042829736816,23.0
50,0.6646231561861425,18.0,0.7545945612441944,16.0,0.5997336845877079,21.0
50,0.6983469733607275,19.0,0.7699710163345186,15.0,0.5768476956413956,23.0
50,0.8000342624012199,13.0,0.896080048654797,7.0,0.6718007589258941,19.0
50,0.665353362123232,20.0,0.9403182606066046,4.0,0.6968186354995094,16.0
50,0.7889749021329702,15.0,0.8260510544574194,11.0,0.5854256840967922,23.0
50,0.7746746353086204,13.0,0.7978418265211775,11.0,0.7823884755142387,11.0
50,0.7035250607425076,16.0,0.8445048594693314,10.0,0.7164360685914941,16.0
50,0.7859562755380987,13.0,0.7142663760567323,16.0,0.7019526669944507,17.0
50,0.7316222378684049,17.0,0.8053123330591053,12.0,0.6071844819429515,23.0
50,0.739891677725852,18.0,0.8125028033108799,12.0,0.6655689053005294,18.0
50,0.776894195247383,13.0,0.8123250855131763,12.0,0.630901403402722,20.0
50,0.6329669557281152,23.0,0.7130542447670805,18.0,0.7574941563818056,13.0
50,0.7687789924404413,13.0,0.7709480610210413,15.0,0.7196117142871853,16.0
50,0.6375756684705535,20.0,0.8059106210473871,13.0,0.6662013836061513,19.0
50,0.6446743405575392,20.0,0.7943903687146752,13.0,0.5999448538400154,23.0
50,0.6659643305643097,19.0,0.7646749236986191,15.0,0.6755928797326868,18.0
50,0.668404907964218,21.0,0.7765394964253534,13.0,0.7216262425441606,16.0
50,0.6414214226871795,20.0,0.7713364259595619,15.0,0.6582260605255306,18.0
50,0.670499270269888,19.0,0.8225510504174554,10.0,0.6107777788781278,21.0
50,0.7577020576680042,15.0,0.7272988358530466,16.0,0.5659475696263258,22.0
50,0.7297037003251325,17.0,0.890851853510109,7.0,0.6618660643096075,19.0
50,0.7066180506498855,18.0,0.7866639445801692,14.0,0.6480951946673232,20.0
50,0.7159107531514746,18.0,0.8366054375589161,10.0,0.7038160812440988,15.0
100,0.6941993024362123,34.0,0.8796554874666619,15.0,0.6991912188379599,34.0
