budget,accuracy_A,failures_A,accuracy_B,failures_B,accuracy_C,failures_C
50,0.9202682160491988,8.0,0.8932768404194142,6.0,0.9362124654491549,5.0
50,0.8776192683819878,9.0,0.9092587994281895,7.0,0.9339894556934072,4.0
50,0.90445527747183,7.0,0.9197789749329348,5.0,0.9211936224707372,5.0
50,0.8892977747470351,8.0,0.9050067163406664,6.0,0.8997885796410826,9.0
50,0.93931318597851,4.0,0.9153482653052588,5.0,0.9215216292742612,4.0
50,0.8902182964608559,8.0,0.9651849749793344,3.0,0.903554802632406,7.0
50,0.9320090126291224,7.0,0.938492000925392,3.0,0.8608831350527013,12.0
50,0.9194355673565876,7.0,0.9503780563463357,4.0,0.8948379100331794,10.0
50,0.944436905327924,4.0,0.931568872884844,4.0,0.9333501445053608,9.0
50,0.9448160996967174,5.0,0.8617537940107431,5.0,0.9228511448393028,11.0
50,0.9009940149104596,7.0,0.9755440192909774,2.0,0.9787004639129095,2.0
50,0.5425753584149489,9.0,0.901093339542408,8.0,0.9623787386144056,2.0
50,0.9031454979337341,6.0,0.8726136283123131,9.0,0.9024143367016828,8.0
50,0.9229637244924888,6.0,0.99192735285461,1.0,0.96687706642429,3.0
50,0.9326728404316884,3.0,0.9523508009468272,2.0,0.9016745994373588,5.0
50,0.9337507903281048,6.0,0.9610917507870498,2.0,0.9120620387089908,7.0
50,0.9217322215986792,8.0,0.8971513205068687,5.0,0.8995576851010305,7.0
50,0.6874820551383138,11.0,0.9746382765415136,2.0,0.9445620604866856,5.0
50,0.9567819724328376,4.0,0.9567893929841508,2.0,0.924757477228811,3.0
50,0.8855095748940206,7.0,0.9335316271252684,3.0,0.8416662673189894,13.0
50,0.9111527852679396,7.0,0.9149473981673856,5.0,0.8349247834506742,12.0
50,0.8768557843409127,7.0,0.9510555302000075,3.0,0.9008993515488004,4.0
50,0.9517224188063428,5.0,0.8712973848734842,5.0,0.8956168947987413,9.0
50,0.9213953760338984,6.0,0.8839325899564605,8.0,0.8876820414628851,7.0
50,0.9163578239008162,7.0,0.9550692116656664,4.0,0.8719135065720253,8.0
50,0.9035534699102112,7.0,0.9047085411391956,5.0,0.8976685622716227,7.0
50,0.9822719765503763,1.0,0.9308474912934142,4.0,0.8979542792670396,7.0
50,0.923065819642064,7.0,0.9601755706816584,3.0,0.8387771064944661,9.0
50,0.9087177097823964,8.0,0.9580038620252646,4.0,0.9531287578123816,4.0
50,0.9127625835745768,8.0,0.9782469023111144,1.0,0.920629337155144,4.0
100,0.94628970843367,7.0,0.9761260897916012,3.0,0.9344471492395984,9.0
100,0.9287962891226748,12.0,0.9166397233787196,8.0,0.9086626160265576,14.0
100,0.9269863907585396,11.0,0.8715213079984051,11.0,0.9126920224088908,14.0
100,0.8768152212769893,17.0,0.9068476629696534,11.0,0.8683330338045111,26.0
100,0.8944204841264103,18.0,0.990304952346792,3.0,0.8527009728654259,23.0
100,0.9051014958587976,14.0,0.9364491884238836,5.0,0.8974986425079919,17.0
100,0.8781183384278183,19.0,0.8952041522908071,10.0,0.9146616978616292,11.0
100,0.7783707202399223,16.0,0.9624422521609484,3.0,0.8939982860081316,16.0
100,0.9475829371056208,10.0,0.9683019800337342,5.0,0.8988353989186104,19.0
100,0.9074064066896288,14.0,0.9366220889138386,8.0,0.913183317447925,17.0
100,0.9142235724559314,16.0,0.8776645205186278,16.0,0.8910904455267992,16.0
100,0.9192400810738468,12.0,0.9307090328580412,8.0,0.9087185279361016,12.0
100,0.8384472080506259,24.0,0.911020142391634,9.0,0.8839510022891958,21.0
100,0.7835867425519465,18.0,0.9424138612523424,5.0,0.9080828012235695,15.0
100,0.9411021626273972,11.0,0.9414742632147588,5.0,0.8722700846569749,15.0
100,0.8987838700187082,14.0,0.9308704501419536,7.0,0.8844010468865916,17.0
100,0.8968920311558217,18.0,0.9245489776103968,6.0,0.8734378334407281,23.0
100,0.9056691634035172,12.0,0.9376796228827632,7.0,0.9132793966916072,13.0
100,0.92960518748736,11.0,0.9134141424529331,6.0,0.9160769325990296,12.0
100,0.9168063776350034,13.0,0.9445603395550238,8.0,0.8632480978125088,17.0
100,0.7818775559365816,18.0,0.9104263360266178,11.0,0.9091621585467784,13.0
100,0.8577579610880666,13.0,0.9071308998959318,10.0,0.8864782730743586,14.0
100,0.8935106107125339,18.0,0.9503230238453974,6.0,0.9247913452721658,11.0
100,0.8496064642857643,20.0,0.9317702747653798,9.0,0.8538628770766712,24.0
100,0.9216419147755588,12.0,0.9473455605406166,8.0,0.9265864885206816,14.0
100,0.9066208669506512,16.0,0.8580426274380349,10.0,0.9388066945678828,7.0
100,0.9175102753009214,12.0,0.9548843492070106,5.0,0.9027844459009262,11.0
100,0.8792348793672118,14.0,0.915165826404458,12.0,0.910922246589375,14.0
100,0.8523483313658126,23.0,0.9398395244075473,8.0,0.9086460097447582,13.0
100,0.8984342449384279,18.0,0.9150868935497768,7.0,0.9088716794611869,14.0
