budget,accuracy_G,failures_G,accuracy_H,failures_H,accuracy_I,failures_I
50,0.726127736892733,19.0,0.6324233333333363,20.0,0.6324233333333363,20.0
50,0.7338887037037002,16.0,0.5624223015873033,24.0,0.5624223015873033,24.0
50,0.6939285185185147,20.0,0.5792177777777803,23.0,0.5792177777777803,23.0
50,0.6944187301587254,20.0,0.5707215007215046,24.0,0.5707215007215046,24.0
50,0.6883148148148104,20.0,0.6281939682539722,21.0,0.6281939682539722,21.0
50,0.7522998148148116,18.0,0.6064677777777787,22.0,0.6064677777777787,22.0
50,0.7436776599326556,18.0,0.5651073015873039,24.0,0.5651073015873039,24.0
50,0.7433872222222185,18.0,0.5981773015873049,22.0,0.5981773015873049,22.0
50,0.7038516666666608,21.0,0.5939900000000025,23.0,0.5939900000000025,23.0
50,0.6178883838383789,26.0,0.6997541414141425,16.0,0.6997541414141425,16.0
50,0.6989341245791203,21.0,0.6243113419913454,21.0,0.6243113419913454,21.0
50,0.7339014814814788,18.0,0.5713174358974399,24.0,0.5713174358974399,24.0
50,0.6291875132275088,25.0,0.5278067887667929,25.0,0.5278067887667929,25.0
50,0.6849353246753177,22.0,0.6218064021164039,22.0,0.6218064021164039,22.0
50,0.6405890909090861,23.0,0.5614734554334606,23.0,0.5614734554334606,23.0
50,0.6991777777777722,20.0,0.613594444444448,21.0,0.613594444444448,21.0
50,0.698385370370366,20.0,0.5576495238095279,25.0,0.5576495238095279,25.0
50,0.7042312962962918,20.0,0.5964868253968288,23.0,0.5964868253968288,23.0
50,0.7194124579124554,19.0,0.5562841025641054,24.0,0.5562841025641054,24.0
50,0.7185498148148097,21.0,0.5946566666666696,23.0,0.5946566666666696,23.0
50,0.7253944035593998,20.0,0.5651073015873039,24.0,0.5651073015873039,24.0
50,0.6757125925925871,20.0,0.6037128571428607,22.0,0.6037128571428607,22.0
50,0.7190894444444402,19.0,0.7178218181818197,16.0,0.7178218181818197,16.0
50,0.6579155555555508,22.0,0.7269341798941813,16.0,0.7269341798941813,16.0
50,0.7185616666666609,20.0,0.5792770370370404,23.0,0.5792770370370404,23.0
50,0.6510245165945111,21.0,0.5172393894993936,26.0,0.5172393894993936,26.0
50,0.7392004641654606,19.0,0.4642457631257682,29.0,0.4642457631257682,29.0
50,0.7108029629629582,19.0,0.5949780086580113,23.0,0.5949780086580113,23.0
50,0.7233133333333289,20.0,0.5786459829059852,23.0,0.5786459829059852,23.0
50,0.6751741919191881,21.0,0.5915630880230908,22.0,0.5915630880230908,22.0
100,0.6739008354218825,43.0,0.4660243209876608,52.0,0.4660243209876608,52.0
100,0.7407678495095842,37.0,0.6208694949494984,44.0,0.6208694949494984,44.0
100,0.7387481991623743,37.0,0.539566550671555,50.0,0.539566550671555,50.0
100,0.6673430856553094,41.0,0.5698819658119689,46.0,0.5698819658119689,46.0
100,0.6940144152046734,40.0,0.5592947069597105,47.0,0.5592947069597105,47.0
100,0.6965958154699275,43.0,0.5677822871572913,47.0,0.5677822871572913,47.0
100,0.6991022806822755,41.0,0.6188623280423312,42.0,0.6188623280423312,42.0
100,0.6630225583566701,42.0,0.5941822254074447,43.0,0.5941822254074447,43.0
100,0.6757176557555451,41.0,0.5812446525455248,45.0,0.5812446525455248,45.0
100,0.6728625843454745,41.0,0.5793550476190512,46.0,0.5793550476190512,46.0
100,0.6591816755793165,45.0,0.6506486549707627,38.0,0.6506486549707627,38.0
100,0.6891922672648938,42.0,0.5875574847374889,46.0,0.5875574847374889,46.0
100,0.7287254373112226,36.0,0.5601359399055088,47.0,0.5601359399055088,47.0
100,0.6536732234432181,43.0,0.5652136243386278,47.0,0.5652136243386278,47.0
100,0.7041638492063442,40.0,0.6049223051244969,42.0,0.6049223051244969,42.0
100,0.7318812698412651,37.0,0.6000141587301624,44.0,0.6000141587301624,44.0
100,0.7379277861319921,36.0,0.5750655026455056,46.0,0.5750655026455056,46.0
100,0.7201154248365966,35.0,0.5896164590964621,46.0,0.5896164590964621,46.0
100,0.6832674519632367,39.0,0.54598847183318,47.0,0.54598847183318,47.0
100,0.6643272375933179,42.0,0.5737247217402509,44.0,0.5737247217402509,44.0
100,0.6578688048552697,44.0,0.5984449279609311,45.0,0.5984449279609311,45.0
100,0.6788124032302923,41.0,0.5771716300366336,45.0,0.5771716300366336,45.0
100,0.669683832866474,42.0,0.5931562962963002,45.0,0.5931562962963002,45.0
100,0.6743140079365024,41.0,0.5353665003232091,48.0,0.5353665003232091,48.0
100,0.6579723472078843,43.0,0.5719713125763165,47.0,0.5719713125763165,47.0
100,0.6576964371713548,43.0,0.5659308180708224,48.0,0.5659308180708224,48.0
100,0.6659423778400191,43.0,0.6306290158730192,41.0,0.6306290158730192,41.0
100,0.6971471792225612,38.0,0.5311772307692342,49.0,0.5311772307692342,49.0
100,0.6631908632692791,43.0,0.547856867724872,51.0,0.547856867724872,51.0
100,0.6644165266106381,42.0,0.5531752197802235,48.0,0.5531752197802235,48.0
200,0.6620570938375289,87.0,0.5770725844005933,89.0,0.5770725844005933,89.0
200,0.7268145802936925,73.0,0.6289554290825269,81.0,0.6289554290825269,81.0
200,0.6792512202431613,86.0,0.5385427621118994,97.0,0.5385427621118994,97.0
200,0.7117672311655157,78.0,0.5539256035631073,95.0,0.5539256035631073,95.0
200,0.6556662606127659,94.0,0.5850783815656437,89.0,0.5850783815656437,89.0
200,0.6958274369814248,80.0,0.5803735458703116,90.0,0.5803735458703116,90.0
200,0.7476834705353078,66.0,0.6102631845676367,82.0,0.6102631845676367,82.0
200,0.7215737682817067,69.0,0.6174614482266052,81.0,0.6174614482266052,81.0
200,0.6719075836694229,86.0,0.5422920412920447,97.0,0.5422920412920447,97.0
200,0.6484911140950829,82.0,0.5616835852091207,94.0,0.5616835852091207,94.0
200,0.6399455713068445,88.0,0.5757537045262113,93.0,0.5757537045262113,93.0
200,0.6748904683215553,86.0,0.5744585560630874,91.0,0.5744585560630874,91.0
200,0.6115326065442254,90.0,0.5768494520244051,90.0,0.5768494520244051,90.0
200,0.6586887994562527,85.0,0.5810029296542096,90.0,0.5810029296542096,90.0
200,0.6419972868216987,92.0,0.5562738240081133,99.0,0.5562738240081133,99.0
200,0.7048663911268507,83.0,0.5501445052024024,93.0,0.5501445052024024,93.0
200,0.6503301799797013,91.0,0.5850398086781909,89.0,0.5850398086781909,89.0
200,0.6605574719627303,81.0,0.575599425664961,91.0,0.575599425664961,91.0
200,0.6609348124098058,84.0,0.563162854544985,93.0,0.563162854544985,93.0
200,0.6621979668360256,86.0,0.5924798249198461,90.0,0.5924798249198461,90.0
200,0.6819558072855236,79.0,0.5420257357186233,96.0,0.5420257357186233,96.0
200,0.6789415584415532,78.0,0.6140452563888698,82.0,0.6140452563888698,82.0
200,0.6368805855221029,87.0,0.5749552432216942,93.0,0.5749552432216942,93.0
200,0.6812860044154755,81.0,0.6233787719828142,84.0,0.6233787719828142,84.0
200,0.7099961851711802,76.0,0.5805862117836605,93.0,0.5805862117836605,93.0
200,0.6816034129694042,82.0,0.5369747030747065,99.0,0.5369747030747065,99.0
200,0.6439980857356352,87.0,0.5566545447099673,99.0,0.5566545447099673,99.0
200,0.7305445914428793,76.0,0.6241123133718163,84.0,0.6241123133718163,84.0
200,0.6980703963601631,79.0,0.5499923829658596,99.0,0.5499923829658596,99.0
200,0.6585278031741505,79.0,0.5349389967438747,104.0,0.5349389967438747,104.0
400,0.6660075651177657,173.0,0.5503004059676627,197.0,0.5503004059676627,197.0
400,0.6731975772340953,176.0,0.5849480456761218,178.0,0.5849480456761218,178.0
400,0.6652053448142845,168.0,0.5717672808902199,181.0,0.5717672808902199,181.0
400,0.6675293834699849,166.0,0.5410797839117647,196.0,0.5410797839117647,196.0
400,0.6713293952984084,152.0,0.59624710629678,180.0,0.59624710629678,180.0
400,0.6822747818583887,155.0,0.5955611054632569,178.0,0.5955611054632569,178.0
400,0.6673471131444166,174.0,0.5438376909514075,195.0,0.5438376909514075,195.0
400,0.6621818145327485,172.0,0.6002233269014488,176.0,0.6002233269014488,176.0
400,0.6585930210620139,165.0,0.5519656903425496,193.0,0.5519656903425496,193.0
400,0.6641533741306731,164.0,0.5687643623187439,189.0,0.5687643623187439,189.0
400,0.6833727421049636,168.0,0.5571419462860367,187.0,0.5571419462860367,187.0
400,0.6729809089771229,166.0,0.5535677829046088,192.0,0.5535677829046088,192.0
400,0.6769533069652119,167.0,0.5874742473963306,187.0,0.5874742473963306,187.0
400,0.6719162724656493,162.0,0.5950371047448921,181.0,0.5950371047448921,181.0
400,0.6714726879957293,164.0,0.6024653868113229,178.0,0.6024653868113229,178.0
400,0.6558171192947737,164.0,0.5718590673716293,187.0,0.5718590673716293,187.0
400,0.6551784485397312,179.0,0.5697853291665362,186.0,0.5697853291665362,186.0
400,0.6728116520269799,155.0,0.5877456755420136,177.0,0.5877456755420136,177.0
400,0.6727680075053469,169.0,0.5629939020263516,189.0,0.5629939020263516,189.0
400,0.699621130906071,153.0,0.5734282201880504,183.0,0.5734282201880504,183.0
400,0.6678587007642504,168.0,0.5812811521707832,178.0,0.5812811521707832,178.0
400,0.6958657333311034,149.0,0.5747837480434159,192.0,0.5747837480434159,192.0
400,0.663170345731384,176.0,0.6052502351075468,180.0,0.6052502351075468,180.0
400,0.6864226954949039,166.0,0.5725909397333213,195.0,0.5725909397333213,195.0
400,0.6464979932513826,176.0,0.5780614184483455,182.0,0.5780614184483455,182.0
