budget,accuracy_A,failures_A,accuracy_B,failures_B,accuracy_C,failures_C
50,0.96663608815427,3.0,0.9527631641086186,4.0,0.902729476584022,7.0
50,0.8688066115702479,9.0,0.9743140495867768,2.0,0.9090699724517908,6.0
50,0.8873415977961433,7.0,0.9376969696969696,4.0,0.9499944903581268,5.0
50,0.8868447658402204,7.0,0.9837272727272728,2.0,0.9384804407713498,6.0
50,0.9098498622589531,8.0,0.9603157024793388,4.0,0.9568870523415978,5.0
50,0.941491046831956,4.0,0.9553669421487604,5.0,0.8975228650137741,9.0
50,0.9327297520661156,6.0,0.9816280991735538,3.0,0.9069146005509642,8.0
50,0.9611363636363636,4.0,0.9698622589531679,3.0,0.9369046831955924,5.0
50,0.9321154269972451,5.0,0.9001059425423061,8.0,0.9069432506887052,8.0
50,0.9015096418732782,7.0,0.9654970484061394,3.0,0.92252373081464,6.0
50,0.9611363636363636,4.0,0.9019593073593074,8.0,0.9345611963793782,6.0
50,0.8962988980716253,7.0,0.9816280991735538,3.0,0.9252187327823692,7.0
50,0.8389528925619835,9.0,0.9787785123966942,3.0,0.9424528925619836,6.0
50,0.8961108815426997,6.0,0.9330689492325857,5.0,0.9525013774104684,5.0
50,0.9513588154269972,4.0,0.9603157024793388,4.0,0.9028928768201496,8.0
50,0.9484046831955922,5.0,0.9765884297520662,2.0,0.9867382920110191,1.0
50,0.826948347107438,9.0,0.9583333333333334,3.0,0.9499944903581268,5.0
50,0.9057389807162536,6.0,0.915957103502558,6.0,0.959283746556474,4.0
50,0.9322522038567492,4.0,0.9363863046044864,5.0,0.9054776859504132,8.0
50,0.9038757575757576,6.0,0.9290308539944904,6.0,0.97265564738292,4.0
50,0.9330052341597797,7.0,0.9677630853994492,4.0,0.8949057851239669,8.0
50,0.9126154269972452,6.0,0.9484739079102716,4.0,0.9208330578512396,7.0
50,0.9321154269972451,5.0,0.909862258953168,5.0,0.8847595434868162,9.0
50,0.9599969696969696,5.0,0.997900826446281,1.0,0.8934934277843369,8.0
50,0.8822272727272727,6.0,0.9440094451003542,3.0,0.9042765840220386,8.0
50,0.9556280991735536,3.0,0.9576997245179064,3.0,0.9318292011019284,7.0
50,0.8783433884297521,7.0,0.9451475796930342,2.0,0.9094501377410468,8.0
50,0.8798564738292011,9.0,0.9147973238882329,8.0,0.936732782369146,6.0
50,0.9218429752066116,7.0,0.9453035812672176,4.0,0.97265564738292,4.0
50,0.8848057851239669,7.0,0.8967604092876821,7.0,0.9250798898071626,6.0
100,0.9301669739351558,11.0,0.9504022038567492,11.0,0.9383211334120424,14.0
100,0.846195868703489,17.0,0.9415600944510036,8.0,0.9014541821814548,16.0
