budget,mse_DO,eps0_DO,eps1_DO,eps2_DO,eps3_DO,eps4_DO,eps5_DO,eps6_DO,eps7_DO,eps8_DO,eps9_DO,mse_DD,eps0_DD,eps1_DD,eps2_DD,eps3_DD,eps4_DD,eps5_DD,eps6_DD,eps7_DD,eps8_DD,eps9_DD
50,0.06460224558416959,40,32,21,7,3,0,0,0,0,0,0.10037964758880538,36,28,16,11,7,4,3,1,1,0
50,0.07731657559343103,40,27,20,16,4,2,1,1,0,0,0.0614979392996877,35,25,19,6,4,2,1,0,0,0
50,0.09789182610316703,39,31,17,10,6,2,2,1,1,0,0.06971872049503552,37,26,15,9,5,3,0,0,0,0
50,0.07924968163222218,38,26,20,10,5,4,1,1,0,0,0.06289188040006848,37,29,16,7,3,1,1,0,0,0
50,0.07609088302046513,35,27,25,9,5,1,0,0,0,0,0.058126708360032926,44,34,15,4,1,1,0,0,0,0
50,0.05906722021847473,41,27,17,9,3,2,0,0,0,0,0.07391467456563636,39,29,16,5,3,2,2,0,0,0
50,0.08890023714129971,40,30,20,8,5,4,1,0,0,0,0.07446405046075627,40,29,19,12,5,2,1,1,1,1
50,0.0966602589558578,44,32,19,11,5,3,1,1,1,0,0.06426808036466068,39,28,15,8,4,3,1,1,1,1
50,0.06651303517205752,44,31,22,7,3,1,0,0,0,0,0.07283576193118113,36,29,19,10,3,2,0,0,0,0
50,0.07773984487178398,43,29,16,10,3,1,0,0,0,0,0.06268681698312567,36,23,13,7,3,3,2,2,2,1
50,0.059135560423732025,37,27,17,10,3,1,0,0,0,0,0.07002945021387226,40,26,9,4,1,1,1,1,1,1
50,0.07603938161745658,37,27,14,10,5,1,1,1,0,0,0.05094274816187655,37,25,14,6,4,2,0,0,0,0
50,0.07352483711881046,36,26,15,8,5,2,2,1,1,0,0.06558767377760998,41,27,16,9,6,2,0,0,0,0
50,0.08306952347085518,40,29,22,12,5,3,0,0,0,0,0.062021331238612476,41,27,13,6,4,3,2,2,1,1
50,0.11524404642531735,41,35,25,11,9,4,1,0,0,0,0.02814306215419501,37,25,8,4,0,0,0,0,0,0
50,0.05746209056566739,36,27,18,6,3,1,0,0,0,0,0.08639270117035036,39,28,17,11,5,5,3,2,2,0
50,0.07275741455071356,33,23,14,6,2,2,1,1,1,1,0.06509824675134297,39,26,15,6,2,2,1,0,0,0
50,0.06741055702284772,35,24,19,8,4,3,3,2,1,0,0.0429638867457904,39,25,15,5,1,1,0,0,0,0
50,0.05428703216138778,35,24,19,7,2,0,0,0,0,0,0.04108900827306542,36,26,11,5,1,0,0,0,0,0
50,0.0713676294450914,40,27,19,12,8,3,0,0,0,0,0.06581158790675272,37,24,13,7,5,4,2,1,0,0
50,0.059453398966203115,35,22,15,7,1,1,1,1,0,0,0.0826862455563992,43,34,20,7,3,2,1,0,0,0
50,0.06889331486100225,35,29,16,8,6,4,3,1,0,0,0.061787412816181074,37,32,21,8,3,3,1,0,0,0
50,0.09968385239356173,39,28,21,14,7,2,1,0,0,0,0.08675549160301027,45,34,25,11,4,1,1,1,0,0
